dat;n;p;M_max;Q;Overflow penalty;Time;Obj;GAP;Overflow;Dist;Route Time;% Collected;Avg Visit;Route;Nodes
abs5n25,dat;24;5;1;750;50;14,68;6768,405;0,00%;2;6668,41;[[3,55], [4,0], [3,97], [3,94], [0]];70,05%;2,04;[[[0, 5, 20, 13, 17, 6, 3, 23, 14, 15, 21, 22, 25, 0]], [[0, 13, 3, 9, 19, 24, 7, 18, 14, 16, 12, 8, 4, 25, 0]], [[0, 2, 11, 5, 20, 1, 6, 3, 9, 23, 14, 15, 21, 10, 25, 0]], [[0, 17, 13, 6, 3, 24, 7, 18, 8, 4, 14, 16, 15, 22, 25, 0]], []];3420
abs5n25,dat;24;5;1;750;30;23,1;6691,594;0,00%;5;6541,59;[[3,46], [3,96], [3,96], [3,75], [0]];72,48%;1,92;[[[0, 5, 20, 13, 17, 6, 3, 23, 14, 15, 21, 25, 0]], [[0, 13, 19, 9, 24, 7, 18, 14, 16, 12, 8, 4, 22, 25, 0]], [[0, 2, 11, 5, 20, 1, 6, 3, 9, 14, 15, 21, 10, 25, 0]], [[0, 17, 13, 6, 15, 16, 14, 23, 24, 7, 18, 8, 4, 25, 0]], []];5257
abs5n25,dat;24;5;1;750;10;34,09;5972,64;0,00%;105;4922,64;[[3,86], [3,91], [3,77], [0], [0]];68,60%;1,46;[[[0, 13, 17, 19, 24, 7, 14, 15, 21, 10, 25, 0]], [[0, 2, 11, 5, 20, 1, 6, 3, 9, 23, 14, 16, 12, 8, 4, 22, 25, 0]], [[0, 13, 6, 3, 9, 24, 7, 18, 14, 16, 15, 21, 25, 0]], [], []];6852
abs5n25,dat;24;5;2;375;50;52,63;7387,926;0,00%;4;7187,93;[[0, 3,52], [0, 3,79], [3,14, 2,68], [3,45, 0], [0, 0]];70,48%;1,96;[[[0, 5, 20, 13, 17, 6, 3, 23, 14, 16, 15, 21, 25, 0]], [[0, 13, 3, 9, 19, 24, 7, 18, 14, 16, 15, 22, 25, 0]], [[0, 17, 6, 3, 9, 23, 14, 12, 8, 4, 25, 0], [0, 2, 11, 5, 20, 1, 21, 10, 25, 0]], [[0, 13, 6, 3, 24, 7, 18, 14, 16, 15, 25, 0]], []];5252
abs5n25,dat;24;5;2;375;30;198,86;7042,01;0,00%;35;5992,01;[[3,38, 0], [3,86, 0], [3,4, 3,42], [0, 0], [0, 0]];64,01%;1,79;[[[0, 2, 11, 5, 20, 13, 17, 6, 14, 16, 15, 21, 22, 25, 0]], [[0, 13, 3, 9, 19, 24, 7, 23, 14, 16, 12, 22, 25, 0]], [[0, 2, 11, 5, 20, 1, 16, 14, 15, 21, 10, 25, 0], [0, 13, 6, 3, 9, 23, 24, 7, 18, 8, 4, 25, 0]], [], []];19013
abs5n25,dat;24;5;2;375;10;173,5;6168,706;0,00%;57;5598,71;[[0, 0], [3,78, 3,3], [2,68, 3,58], [0, 0], [0, 0]];75,90%;1,5;[[], [[0, 13, 6, 3, 19, 9, 23, 24, 7, 8, 25, 0], [0, 5, 20, 21, 15, 16, 14, 12, 4, 25, 0]], [[0, 2, 11, 5, 20, 1, 21, 10, 25, 0], [0, 17, 13, 6, 3, 9, 24, 7, 18, 14, 16, 15, 22, 25, 0]], [], []];23039
abs1n30,dat;29;5;1;829;50;35,57;6267,108;0,00%;13;5617,11;[[2,46], [3,86], [3,99], [2,39], [0]];73,24%;1,62;[[[0, 29, 14, 15, 7, 2, 21, 3, 13, 30, 0]], [[0, 18, 23, 19, 11, 8, 20, 1, 12, 28, 16, 9, 27, 5, 22, 4, 30, 0]], [[0, 29, 25, 24, 14, 15, 4, 7, 17, 10, 9, 27, 5, 2, 26, 21, 3, 13, 6, 30, 0]], [[0, 11, 8, 20, 23, 18, 15, 30, 0]], []];5577
abs1n30,dat;29;5;1;829;30;84,57;6007,108;0,00%;13;5617,11;[[2,46], [3,86], [3,99], [2,39], [0]];73,24%;1,62;[[[0, 29, 14, 15, 7, 2, 21, 3, 13, 30, 0]], [[0, 18, 23, 19, 11, 8, 20, 1, 12, 28, 16, 9, 27, 5, 22, 4, 30, 0]], [[0, 29, 25, 24, 14, 15, 4, 7, 17, 10, 9, 27, 5, 2, 26, 21, 3, 13, 6, 30, 0]], [[0, 11, 8, 20, 23, 18, 15, 30, 0]], []];9289
abs1n30,dat;29;5;1;829;10;222,46;5409,553;0,00%;103;4379,55;[[2,2], [3,85], [3,82], [0], [0]];76,47%;1,34;[[[0, 29, 14, 15, 4, 17, 2, 7, 30, 0]], [[0, 18, 11, 8, 20, 1, 16, 9, 27, 5, 26, 21, 3, 13, 30, 0]], [[0, 29, 25, 24, 14, 18, 19, 23, 12, 28, 10, 9, 27, 5, 2, 7, 22, 4, 15, 6, 30, 0]], [], []];20192
abs1n30,dat;29;5;2;415;50;1269,28;6656,512;0,00%;6;6356,51;[[0, 3,1], [3,31, 0], [2,8, 3,16], [1,72, 0], [0, 0]];65,58%;1,79;[[[0, 29, 11, 19, 18, 14, 15, 4, 22, 7, 2, 21, 3, 13, 30, 0]], [[0, 25, 18, 19, 23, 12, 28, 20, 16, 9, 27, 5, 17, 4, 30, 0]], [[0, 29, 11, 8, 20, 1, 23, 18, 14, 24, 6, 30, 0], [0, 15, 4, 10, 9, 27, 5, 2, 26, 21, 3, 13, 30, 0]], [[0, 18, 15, 4, 22, 7, 30, 0]], []];69389
abs1n30,dat;29;5;2;415;30;3465,59;6488,382;0,00%;44;5168,38;[[0, 0], [3,28, 2,54], [3,31, 2,77], [0, 0], [0, 0]];74,59%;1,48;[[], [[0, 11, 18, 23, 28, 16, 9, 27, 5, 2, 30, 0], [0, 29, 25, 14, 15, 4, 22, 7, 21, 3, 13, 30, 0]], [[0, 24, 15, 4, 7, 17, 10, 9, 27, 5, 2, 26, 21, 3, 30, 0], [0, 29, 11, 8, 20, 1, 12, 23, 19, 18, 14, 6, 30, 0]], [], []];194806
abs1n30,dat;29;5;2;415;10;838,23;5583,88;0,00%;48;5103,88;[[0, 0], [2,49, 3,34], [3,21, 2,7], [0, 0], [0, 0]];75,12%;1,45;[[], [[0, 29, 14, 15, 4, 22, 7, 21, 3, 13, 30, 0], [0, 11, 18, 19, 23, 28, 16, 9, 27, 5, 2, 30, 0]], [[0, 25, 24, 15, 4, 17, 10, 9, 27, 5, 2, 26, 21, 3, 30, 0], [0, 29, 11, 8, 20, 1, 12, 23, 18, 14, 6, 30, 0]], [], []];19954
abs2n30,dat;29;5;1;895;50;72,24;6033,042;0,00%;0;6033,04;[[3,62], [3,96], [3,72], [3,79], [0]];70,45%;2,03;[[[0, 1, 7, 9, 14, 21, 5, 6, 24, 23, 17, 13, 11, 29, 30, 0]], [[0, 13, 19, 23, 12, 28, 14, 27, 2, 18, 1, 22, 4, 20, 16, 15, 8, 30, 0]], [[0, 25, 12, 28, 10, 9, 14, 26, 6, 3, 24, 19, 17, 13, 11, 29, 30, 0]], [[0, 23, 24, 6, 5, 21, 14, 27, 18, 7, 1, 22, 4, 20, 15, 8, 30, 0]], []];11006
abs2n30,dat;29;5;1;895;30;646,15;5956,97;0,00%;7;5746,97;[[3,34], [3,94], [3,54], [3,67], [0]];74,89%;1,86;[[[0, 1, 7, 9, 14, 28, 12, 23, 19, 17, 13, 11, 29, 30, 0]], [[0, 23, 24, 3, 6, 5, 14, 27, 2, 18, 1, 22, 4, 20, 16, 15, 8, 30, 0]], [[0, 10, 9, 14, 26, 21, 28, 12, 25, 19, 17, 13, 11, 29, 30, 0]], [[0, 23, 24, 6, 14, 27, 18, 7, 1, 22, 4, 20, 15, 8, 30, 0]], []];31984
abs2n30,dat;29;5;1;895;10;1456,86;5444;0,00%;42;5024;[[2,71], [3,96], [3,87], [3,08], [0]];79,73%;1,69;[[[0, 25, 5, 6, 24, 23, 19, 17, 13, 11, 29, 30, 0]], [[0, 12, 28, 14, 27, 2, 18, 7, 1, 22, 4, 20, 16, 15, 8, 30, 0]], [[0, 10, 9, 14, 26, 6, 3, 24, 23, 19, 17, 13, 11, 29, 30, 0]], [[0, 25, 12, 28, 21, 14, 27, 18, 1, 22, 4, 20, 8, 30, 0]], []];59518
abs2n30,dat;29;5;2;448;50;3600,01;6746,719;3,59%;0;6746,72;[[0, 3,75], [3,44, 0], [2,84, 3,25], [3,23, 0], [0, 0]];70,06%;1,97;[[[0, 20, 4, 22, 1, 7, 9, 14, 6, 24, 23, 19, 17, 13, 11, 29, 30, 0]], [[0, 13, 23, 12, 28, 14, 27, 2, 18, 16, 8, 30, 0]], [[0, 25, 12, 5, 6, 3, 24, 19, 17, 13, 11, 29, 30, 0], [0, 10, 28, 21, 26, 14, 9, 7, 1, 22, 20, 15, 30, 0]], [[0, 23, 24, 6, 14, 27, 18, 1, 22, 4, 8, 30, 0]], []];64183
abs2n30,dat;29;5;2;448;30;3600;6447,557;5,50%;31;5517,56;[[3,94, 0], [0, 3,62], [3,77, 2,71], [0, 0], [0, 0]];61,86%;1,9;[[[0, 29, 11, 13, 17, 19, 23, 12, 28, 14, 27, 2, 18, 1, 22, 4, 20, 8, 30, 0]], [[0, 23, 24, 3, 6, 5, 21, 14, 9, 7, 1, 22, 20, 16, 8, 30, 0]], [[0, 24, 6, 26, 14, 27, 2, 18, 7, 1, 22, 4, 20, 15, 8, 30, 0], [0, 10, 28, 12, 25, 23, 19, 17, 13, 11, 29, 30, 0]], [], []];68559
abs2n30,dat;29;5;2;448;10;3600;5399,51;1,12%;52;4879,51;[[0, 0], [3,25, 3,45], [3,11, 3,48], [0, 0], [0, 0]];77,00%;1,55;[[], [[0, 12, 5, 6, 24, 23, 19, 17, 13, 11, 29, 30, 0], [0, 28, 14, 27, 7, 1, 22, 20, 16, 8, 30, 0]], [[0, 10, 9, 27, 2, 18, 1, 22, 4, 20, 15, 8, 30, 0], [0, 25, 12, 28, 21, 14, 26, 6, 3, 24, 23, 19, 17, 13, 11, 29, 30, 0]], [], []];84851
abs3n30,dat;29;5;1;852;50;18,15;6061,231;0,00%;27;4711,23;[[0,96], [3,12], [3,71], [3,42], [0]];83,91%;1,66;[[[0, 2, 3, 18, 25, 30, 0]], [[0, 10, 7, 29, 8, 22, 24, 17, 14, 20, 1, 21, 27, 9, 30, 0]], [[0, 6, 11, 9, 20, 16, 26, 23, 19, 18, 3, 4, 28, 12, 13, 5, 15, 2, 30, 0]], [[0, 10, 7, 29, 8, 22, 24, 17, 14, 20, 21, 27, 18, 3, 25, 30, 0]], []];1715
abs3n30,dat;29;5;1;852;30;15,42;5521,231;0,00%;27;4711,23;[[0,96], [3,12], [3,71], [3,42], [0]];83,91%;1,66;[[[0, 2, 3, 18, 25, 30, 0]], [[0, 10, 7, 29, 8, 22, 24, 17, 14, 20, 1, 21, 27, 9, 30, 0]], [[0, 6, 11, 9, 20, 16, 26, 23, 19, 18, 3, 4, 28, 12, 13, 5, 15, 2, 30, 0]], [[0, 10, 7, 29, 8, 22, 24, 17, 14, 20, 21, 27, 18, 3, 25, 30, 0]], []];1580
abs3n30,dat;29;5;1;852;10;24,96;4775,337;0,00%;48;4295,34;[[0,91], [3,12], [3,8], [2,68], [0]];86,47%;1,48;[[[0, 2, 3, 18, 30, 0]], [[0, 10, 7, 29, 8, 22, 24, 17, 14, 20, 1, 21, 27, 9, 30, 0]], [[0, 6, 11, 9, 27, 21, 16, 26, 23, 19, 25, 18, 3, 4, 28, 12, 13, 5, 15, 2, 30, 0]], [[0, 10, 7, 29, 22, 24, 17, 14, 20, 30, 0]], []];3481
abs3n30,dat;29;5;2;426;50;211,7;6229,875;0,00%;10;5729,88;[[2,88, 0], [2,73, 0], [2,53, 2,01], [2,35, 0], [0, 0]];70,76%;1,86;[[[0, 10, 7, 29, 22, 24, 17, 14, 20, 1, 18, 3, 2, 30, 0]], [[0, 6, 11, 14, 20, 9, 27, 21, 16, 26, 23, 19, 2, 30, 0]], [[0, 10, 7, 29, 8, 22, 24, 17, 14, 20, 9, 30, 0], [0, 15, 5, 13, 12, 28, 4, 3, 18, 25, 30, 0]], [[0, 10, 6, 20, 1, 27, 21, 26, 23, 18, 3, 2, 30, 0]], []];6978
abs3n30,dat;29;5;2;426;30;1278,63;5965,382;0,00%;24;5245,38;[[0,41, 0], [2,65, 2,36], [1,91, 2,44], [2,3, 0], [0, 0]];76,85%;1,69;[[[0, 2, 30, 0]], [[0, 10, 7, 29, 22, 17, 14, 20, 11, 6, 30, 0], [0, 2, 3, 18, 19, 23, 26, 16, 21, 27, 1, 9, 30, 0]], [[0, 15, 5, 13, 12, 28, 4, 3, 18, 25, 30, 0], [0, 7, 29, 8, 22, 24, 17, 14, 20, 9, 30, 0]], [[0, 10, 6, 20, 27, 21, 26, 23, 18, 3, 2, 30, 0]], []];53275
abs3n30,dat;29;5;2;426;10;190,23;4829,257;0,00%;63;4199,26;[[0, 0], [2,48, 2,65], [2,87, 1,98], [0, 0], [0, 0]];76,63%;1,45;[[], [[0, 2, 3, 18, 19, 23, 26, 16, 21, 27, 9, 30, 0], [0, 10, 7, 29, 22, 17, 14, 20, 11, 6, 30, 0]], [[0, 10, 7, 29, 8, 22, 24, 17, 14, 20, 1, 21, 27, 9, 30, 0], [0, 15, 5, 13, 12, 28, 4, 3, 18, 25, 2, 30, 0]], [], []];4767
abs4n30,dat;29;5;1;959;50;23,01;7098,422;0,00%;20;6098,42;[[3,14], [3,67], [3,99], [3,79], [0]];76,40%;1,93;[[[0, 20, 1, 6, 7, 3, 14, 13, 29, 10, 19, 15, 30, 0]], [[0, 24, 9, 23, 27, 20, 4, 5, 2, 21, 16, 28, 12, 18, 8, 25, 30, 0]], [[0, 20, 4, 22, 1, 3, 6, 7, 26, 17, 14, 11, 13, 29, 10, 15, 30, 0]], [[0, 24, 27, 20, 4, 5, 16, 28, 12, 18, 8, 25, 15, 19, 10, 23, 30, 0]], []];6127
abs4n30,dat;29;5;1;959;30;42,98;6691,537;0,00%;21;6061,54;[[3,14], [3,67], [3,99], [3,76], [0]];76,13%;1,97;[[[0, 20, 22, 1, 6, 7, 3, 14, 13, 29, 10, 15, 30, 0]], [[0, 24, 9, 23, 27, 20, 4, 5, 2, 21, 16, 28, 12, 18, 8, 25, 30, 0]], [[0, 20, 4, 1, 3, 6, 7, 26, 17, 14, 11, 13, 29, 10, 19, 15, 30, 0]], [[0, 3, 6, 1, 22, 4, 20, 27, 5, 16, 28, 12, 18, 8, 25, 15, 23, 30, 0]], []];11228
abs4n30,dat;29;5;1;959;10;19,16;5968,531;0,00%;56;5408,53;[[2,86], [3,75], [3,84], [3,2], [0]];82,05%;1,66;[[[0, 3, 6, 1, 5, 21, 16, 28, 12, 18, 8, 25, 30, 0]], [[0, 20, 4, 27, 24, 9, 14, 11, 13, 29, 10, 19, 15, 23, 30, 0]], [[0, 3, 17, 26, 7, 6, 1, 22, 5, 2, 16, 28, 12, 18, 8, 25, 30, 0]], [[0, 20, 4, 27, 14, 13, 29, 10, 23, 15, 30, 0]], []];3659
abs4n30,dat;29;5;2;480;50;68,9;7315,299;0,00%;8;6915,3;[[0, 3,36], [3,29, 0], [2,72, 3,51], [0, 3,78], [0, 0]];69,93%;2,14;[[[0, 20, 4, 1, 6, 7, 3, 14, 11, 13, 29, 10, 19, 15, 25, 30, 0]], [[0, 20, 27, 5, 21, 16, 28, 18, 12, 24, 9, 23, 30, 0]], [[0, 20, 4, 1, 22, 5, 2, 16, 28, 12, 18, 8, 25, 30, 0], [0, 3, 6, 7, 26, 17, 14, 11, 13, 29, 10, 15, 30, 0]], [[0, 3, 6, 1, 4, 20, 27, 24, 9, 23, 10, 19, 15, 25, 18, 30, 0]], []];4748
abs4n30,dat;29;5;2;480;30;138,44;7079,125;0,00%;17;6569,12;[[0, 3,36], [3,29, 0], [2,72, 3,51], [3,11, 0], [0, 0]];70,15%;2,1;[[[0, 20, 4, 1, 6, 7, 3, 14, 11, 13, 29, 10, 19, 15, 25, 30, 0]], [[0, 20, 27, 5, 21, 16, 28, 18, 12, 24, 9, 23, 30, 0]], [[0, 20, 4, 1, 22, 5, 2, 16, 28, 12, 18, 8, 25, 30, 0], [0, 3, 6, 7, 26, 17, 14, 11, 13, 29, 10, 15, 30, 0]], [[0, 3, 6, 1, 4, 20, 27, 24, 9, 23, 10, 19, 15, 25, 30, 0]], []];10600
abs4n30,dat;29;5;2;480;10;155,65;6048,187;0,00%;77;5278,19;[[0, 3,04], [0, 3,66], [3,55, 2,86], [0, 0], [0, 0]];71,86%;1,66;[[[0, 3, 6, 1, 20, 4, 5, 21, 16, 28, 12, 18, 8, 25, 30, 0]], [[0, 20, 27, 24, 9, 14, 11, 13, 29, 10, 19, 15, 23, 30, 0]], [[0, 20, 4, 22, 1, 6, 7, 26, 17, 13, 29, 10, 23, 15, 30, 0], [0, 3, 27, 5, 2, 16, 28, 12, 18, 8, 25, 30, 0]], [], []];15636
abs5n30,dat;29;5;1;896;50;39,96;5688,091;0,00%;5;5438,09;[[2,73], [3,87], [3,8], [3,83], [0]];74,91%;1,86;[[[0, 24, 1, 20, 29, 4, 13, 2, 18, 27, 12, 30, 0]], [[0, 11, 28, 10, 7, 23, 16, 14, 8, 9, 19, 25, 6, 17, 30, 0]], [[0, 24, 1, 26, 20, 3, 11, 28, 5, 21, 22, 4, 13, 29, 2, 9, 18, 27, 15, 30, 0]], [[0, 24, 1, 10, 7, 23, 6, 25, 19, 16, 14, 8, 27, 12, 30, 0]], []];4251
abs5n30,dat;29;5;1;896;30;118,49;5485,595;0,00%;12;5125,6;[[2,67], [3,94], [3,78], [3,11], [0]];77,20%;1,79;[[[0, 24, 1, 20, 29, 4, 13, 2, 18, 27, 30, 0]], [[0, 11, 28, 10, 7, 23, 16, 14, 8, 9, 19, 25, 6, 17, 15, 30, 0]], [[0, 24, 1, 26, 20, 3, 5, 21, 22, 29, 4, 13, 8, 9, 2, 18, 27, 12, 30, 0]], [[0, 24, 11, 28, 10, 7, 23, 16, 14, 19, 25, 6, 15, 30, 0]], []];9866
abs5n30,dat;29;5;1;896;10;389,61;5086,156;0,00%;59;4496,16;[[2,61], [3,94], [3,87], [1,49], [0]];77,24%;1,55;[[[0, 1, 20, 5, 21, 4, 29, 2, 18, 27, 30, 0]], [[0, 24, 11, 28, 10, 7, 23, 16, 14, 8, 9, 19, 25, 6, 17, 30, 0]], [[0, 1, 26, 20, 3, 12, 27, 18, 2, 29, 22, 4, 13, 9, 8, 19, 25, 15, 30, 0]], [[0, 24, 10, 7, 28, 11, 30, 0]], []];28315
abs5n30,dat;29;5;2;448;50;1702,27;5993,45;0,00%;7;5643,45;[[3,07, 0], [3,36, 0], [2,82, 1,77], [0, 3,57], [0, 0]];75,24%;1,83;[[[0, 24, 1, 20, 29, 4, 13, 2, 18, 27, 12, 11, 28, 30, 0]], [[0, 10, 7, 23, 16, 14, 8, 9, 19, 25, 6, 30, 0]], [[0, 5, 21, 22, 4, 13, 29, 2, 9, 18, 27, 12, 30, 0], [0, 24, 1, 26, 20, 3, 11, 28, 17, 15, 30, 0]], [[0, 24, 1, 10, 7, 23, 16, 14, 8, 19, 25, 6, 30, 0]], []];57055
abs5n30,dat;29;5;2;448;30;3600,02;5816,346;1,35%;12;5456,35;[[3,21, 0], [3,36, 0], [1,77, 3,14], [0, 2,79], [0, 0]];72,04%;1,86;[[[0, 24, 1, 20, 5, 21, 29, 4, 13, 2, 18, 27, 12, 11, 28, 30, 0]], [[0, 10, 7, 23, 16, 14, 8, 9, 19, 25, 6, 30, 0]], [[0, 24, 1, 26, 20, 3, 11, 28, 17, 15, 30, 0], [0, 5, 21, 22, 29, 4, 13, 8, 9, 2, 18, 27, 12, 30, 0]], [[0, 24, 10, 7, 23, 16, 14, 19, 25, 6, 30, 0]], []];98566
abs5n30,dat;29;5;2;448;10;3287,28;5154,692;0,00%;49;4664,69;[[0, 0], [3,53, 3,04], [2,62, 3,76], [0, 0], [0, 0]];76,70%;1,52;[[], [[0, 5, 21, 22, 4, 29, 2, 9, 8, 14, 16, 30, 0], [0, 24, 1, 10, 28, 11, 3, 27, 19, 25, 6, 30, 0]], [[0, 24, 20, 26, 1, 10, 7, 23, 17, 15, 30, 0], [0, 11, 28, 12, 27, 18, 2, 29, 4, 13, 9, 8, 14, 16, 25, 19, 30, 0]], [], []];69183
abs1n35,dat;34;5;1;995;50;52,43;6633,179;0,00%;11;6083,18;[[2,82], [3,89], [3,7], [3,76], [0]];74,63%;1,68;[[[0, 6, 14, 9, 10, 24, 34, 13, 8, 4, 23, 35, 0]], [[0, 16, 31, 7, 29, 3, 33, 22, 30, 26, 12, 32, 5, 20, 25, 28, 1, 27, 13, 35, 0]], [[0, 11, 16, 17, 6, 14, 9, 15, 10, 21, 19, 34, 24, 8, 2, 4, 23, 18, 35, 0]], [[0, 6, 7, 33, 22, 26, 32, 20, 25, 13, 27, 24, 10, 35, 0]], []];6452
abs1n35,dat;34;5;1;995;30;38,02;6314,701;0,00%;21;5684,7;[[2,82], [3,89], [3,7], [2,97], [0]];75,35%;1,62;[[[0, 6, 14, 9, 10, 24, 34, 13, 8, 4, 23, 35, 0]], [[0, 16, 31, 7, 29, 3, 33, 22, 30, 26, 12, 32, 5, 20, 25, 28, 1, 27, 13, 35, 0]], [[0, 11, 16, 17, 6, 14, 9, 15, 10, 21, 19, 34, 24, 8, 2, 4, 23, 18, 35, 0]], [[0, 7, 33, 22, 26, 32, 20, 25, 13, 27, 24, 35, 0]], []];4064
abs1n35,dat;34;5;1;995;10;80,4;5739,476;0,00%;36;5379,48;[[2,78], [3,74], [3,66], [2,87], [0]];78,22%;1,56;[[[0, 16, 6, 14, 9, 10, 24, 34, 8, 2, 35, 0]], [[0, 31, 7, 29, 3, 33, 22, 30, 26, 12, 32, 5, 20, 25, 28, 1, 27, 13, 4, 35, 0]], [[0, 11, 16, 17, 6, 14, 9, 15, 10, 21, 19, 34, 24, 18, 23, 4, 35, 0]], [[0, 7, 33, 22, 26, 32, 20, 25, 27, 13, 8, 2, 35, 0]], []];6896
abs1n35,dat;34;5;2;498;50;1863,63;6999,865;0,00%;9;6549,86;[[0, 2,37], [3,08, 3,22], [3,48, 0], [3,59, 0], [0, 0]];63,61%;1,94;[[[0, 7, 29, 3, 23, 4, 20, 32, 5, 25, 13, 8, 2, 35, 0]], [[0, 16, 17, 6, 14, 9, 15, 10, 21, 19, 34, 24, 35, 0], [0, 31, 29, 3, 33, 22, 30, 26, 12, 32, 5, 28, 1, 27, 13, 8, 2, 35, 0]], [[0, 11, 16, 31, 7, 33, 22, 26, 32, 20, 25, 13, 8, 4, 23, 18, 35, 0]], [[0, 6, 14, 9, 15, 10, 24, 34, 27, 25, 32, 26, 4, 35, 0]], []];129419
abs1n35,dat;34;5;2;498;30;376,94;6612,416;0,00%;21;5982,42;[[0, 0], [3,14, 3,08], [2,99, 1,59], [0, 3,51], [0, 0]];82,02%;1,53;[[], [[0, 31, 22, 26, 32, 20, 25, 28, 1, 27, 13, 4, 35, 0], [0, 16, 17, 6, 14, 9, 15, 10, 21, 19, 34, 24, 35, 0]], [[0, 11, 16, 31, 33, 22, 30, 26, 12, 32, 5, 13, 8, 2, 35, 0], [0, 7, 29, 3, 23, 4, 18, 35, 0]], [[0, 6, 14, 15, 10, 24, 34, 27, 25, 20, 26, 4, 35, 0]], []];23739
abs1n35,dat;34;5;2;498;10;316,62;5750,26;0,00%;54;5210,26;[[0, 0], [3,06, 3,18], [2,95, 3,32], [0, 0], [0, 0]];75,26%;1,44;[[], [[0, 16, 6, 14, 9, 10, 19, 34, 24, 2, 4, 35, 0], [0, 31, 22, 26, 32, 5, 20, 25, 28, 1, 27, 13, 8, 35, 0]], [[0, 11, 16, 17, 6, 14, 9, 15, 10, 21, 18, 23, 4, 35, 0], [0, 7, 29, 3, 33, 22, 30, 26, 12, 32, 20, 25, 13, 27, 34, 24, 35, 0]], [], []];17790
abs2n35,dat;34;5;1;1098;50;502,66;7542,766;0,00%;13;6892,77;[[3,9], [3,94], [3,92], [3,89], [0]];74,49%;1,97;[[[0, 18, 13, 17, 4, 14, 2, 24, 34, 20, 5, 32, 19, 1, 3, 7, 31, 35, 0]], [[0, 26, 7, 12, 27, 6, 21, 10, 33, 9, 8, 14, 23, 16, 25, 11, 22, 30, 28, 35, 0]], [[0, 18, 13, 15, 9, 17, 14, 33, 24, 34, 20, 32, 19, 1, 3, 29, 31, 35, 0]], [[0, 26, 7, 12, 27, 6, 10, 24, 33, 8, 2, 14, 4, 23, 25, 22, 30, 18, 35, 0]], []];55507
abs2n35,dat;34;5;1;1098;30;644,32;7228,993;0,00%;27;6418,99;[[3,58], [3,93], [3,63], [3,87], [0]];77,92%;1,88;[[[0, 18, 13, 17, 14, 33, 24, 34, 20, 32, 19, 1, 3, 31, 35, 0]], [[0, 26, 7, 12, 27, 6, 21, 10, 9, 8, 2, 14, 23, 4, 17, 16, 25, 22, 30, 28, 35, 0]], [[0, 18, 11, 13, 15, 9, 33, 24, 34, 20, 5, 32, 19, 1, 3, 29, 31, 35, 0]], [[0, 26, 7, 12, 27, 6, 10, 33, 8, 14, 23, 4, 17, 25, 22, 30, 18, 35, 0]], []];68990
abs2n35,dat;34;5;1;1098;10;340,3;6462,607;0,00%;63;5832,61;[[3,32], [3,87], [3,96], [3,34], [0]];79,59%;1,74;[[[0, 26, 27, 6, 24, 34, 20, 32, 19, 1, 3, 12, 7, 31, 35, 0]], [[0, 13, 15, 9, 8, 33, 2, 14, 23, 4, 17, 16, 25, 11, 22, 30, 18, 28, 35, 0]], [[0, 26, 27, 6, 21, 10, 33, 24, 34, 20, 5, 32, 19, 1, 3, 29, 12, 7, 31, 35, 0]], [[0, 15, 9, 8, 14, 23, 4, 17, 25, 22, 30, 18, 35, 0]], []];20920
abs2n35,dat;34;5;2;549;50;3600,01;7974,469;3,70%;12;7374,47;[[1,69, 0], [3,37, 3,23], [3,77, 0], [1,62, 3,46], [0, 0]];74,63%;2,03;[[[0, 26, 12, 1, 3, 29, 7, 18, 35, 0]], [[0, 13, 9, 33, 24, 34, 6, 20, 5, 32, 19, 27, 12, 7, 31, 35, 0], [0, 8, 2, 14, 23, 4, 17, 16, 25, 22, 30, 18, 28, 35, 0]], [[0, 26, 3, 1, 19, 32, 20, 6, 21, 10, 15, 9, 33, 14, 17, 11, 18, 35, 0]], [[0, 26, 27, 12, 7, 1, 3, 29, 31, 35, 0], [0, 6, 34, 24, 33, 8, 14, 4, 23, 25, 22, 30, 18, 35, 0]], []];51954
abs2n35,dat;34;5;2;549;30;3600,03;7847,468;7,94%;41;6617,47;[[2,94, 0], [2,98, 2,95], [3,88, 0], [2,85, 0], [0, 0]];72,99%;1,88;[[[0, 6, 21, 34, 24, 33, 2, 14, 17, 18, 35, 0]], [[0, 13, 15, 9, 8, 2, 14, 4, 23, 16, 25, 11, 22, 30, 18, 35, 0], [0, 26, 27, 20, 5, 32, 19, 1, 3, 29, 12, 7, 31, 28, 35, 0]], [[0, 26, 6, 21, 10, 34, 24, 33, 9, 15, 8, 14, 23, 4, 17, 25, 18, 35, 0]], [[0, 26, 27, 20, 32, 19, 1, 3, 12, 7, 18, 30, 22, 35, 0]], []];42262
abs2n35,dat;34;5;2;549;10;3600,01;6914,909;9,18%;104;5874,91;[[0, 0], [3,12, 3,58], [2,82, 3,64], [1,32, 0], [0, 0]];82,67%;1,59;[[], [[0, 26, 27, 19, 32, 1, 3, 12, 7, 31, 11, 25, 22, 28, 35, 0], [0, 6, 34, 24, 33, 9, 8, 14, 17, 30, 18, 35, 0]], [[0, 8, 2, 14, 4, 23, 16, 25, 22, 30, 18, 35, 0], [0, 13, 15, 9, 33, 24, 34, 10, 21, 6, 20, 5, 32, 19, 1, 3, 29, 35, 0]], [[0, 26, 27, 12, 7, 31, 35, 0]], []];51660
